page,line,token,text,x0,x1,mid_x,band,phase,label_key,used_axis,reassigned_from,wrap_affinity
9,22,,Account,36.75,73.52269744873047,55.136348724365234,label,validate_anchor_row_relaxed,,x0,,
9,22,0,Account,36.75,73.52269744873047,55.136348724365234,label,anchor,account_number_display,x0,,
9,22,,#,75.861328125,81.66632843017578,78.76382827758789,label,validate_anchor_row_relaxed,,x0,,
9,22,1,#,75.861328125,81.66632843017578,78.76382827758789,label,anchor,account_number_display,x0,,
9,22,,432562**********,172.875,253.2615203857422,213.0682601928711,tu,validate_anchor_row_relaxed,,x0,,
9,22,2,432562**********,172.875,253.2615203857422,213.0682601928711,tu,anchor,account_number_display,x0,,
9,22,,432562******,309.0,369.55841064453125,339.2792053222656,xp,validate_anchor_row_relaxed,,x0,,
9,22,3,432562******,309.0,369.55841064453125,339.2792053222656,xp,anchor,account_number_display,x0,,
9,22,,432562******,445.125,505.68341064453125,475.4042053222656,eq,validate_anchor_row_relaxed,,x0,,
9,22,4,432562******,445.125,505.68341064453125,475.4042053222656,eq,anchor,account_number_display,x0,,
9,22,,Account,36.75,73.52269744873047,55.136348724365234,label,band,,x0,,
9,22,,#,75.861328125,81.66632843017578,78.76382827758789,label,band,,x0,,
9,22,,432562**********,172.875,253.2615203857422,213.0682601928711,tu,band,,x0,,
9,22,,432562******,309.0,369.55841064453125,339.2792053222656,xp,band,,x0,,
9,22,,432562******,445.125,505.68341064453125,475.4042053222656,eq,band,,x0,,
9,22,,#,75.861328125,81.66632843017578,78.76382827758789,label,in_label_band,,x0,,
9,22,0,Account,36.75,73.52269744873047,55.136348724365234,label,labeled,account_number_display,x0,,
9,22,1,#,75.861328125,81.66632843017578,78.76382827758789,label,labeled,account_number_display,x0,,
9,22,2,432562**********,172.875,253.2615203857422,213.0682601928711,tu,labeled,account_number_display,x0,,
9,22,3,432562******,309.0,369.55841064453125,339.2792053222656,xp,labeled,account_number_display,x0,,
9,22,4,432562******,445.125,505.68341064453125,475.4042053222656,eq,labeled,account_number_display,x0,,
9,23,,High,36.75,57.380287170410156,47.06514358520508,label,heading_check,,x0,,
9,23,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,heading_check,,x0,,
9,23,,"$6,032",172.875,200.4874267578125,186.68121337890625,label,heading_check,,x0,,
9,23,,"$6,032",309.0,336.6124267578125,322.80621337890625,xp,heading_check,,x0,,
9,23,,High,36.75,57.380287170410156,47.06514358520508,label,band,,x0,,
9,23,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,band,,x0,,
9,23,,"$6,032",172.875,200.4874267578125,186.68121337890625,label,band,,x0,,
9,23,,"$6,032",309.0,336.6124267578125,322.80621337890625,xp,band,,x0,,
9,23,,$0,445.125,455.3922119140625,450.25860595703125,eq,band,,x0,,
9,23,0,High,36.75,57.380287170410156,47.06514358520508,label,labeled,high_balance,x0,,
9,23,1,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,labeled,high_balance,x0,,
9,23,2,"$6,032",172.875,200.4874267578125,186.68121337890625,tu,labeled,high_balance,x0,,
9,23,3,"$6,032",309.0,336.6124267578125,322.80621337890625,xp,labeled,high_balance,x0,,
9,23,4,$0,445.125,455.3922119140625,450.25860595703125,eq,labeled,high_balance,x0,,
9,24,,Last,36.75,55.65013885498047,46.200069427490234,label,heading_check,,x0,,
9,24,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,heading_check,,x0,,
9,24,,24.7.2025,172.875,213.1173095703125,192.99615478515625,tu,heading_check,,x0,,
9,24,,Last,36.75,55.65013885498047,46.200069427490234,label,band,,x0,,
9,24,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,band,,x0,,
9,24,,24.7.2025,172.875,213.1173095703125,192.99615478515625,tu,band,,x0,,
9,24,,--,309.0,314.7850036621094,311.8925018310547,xp,band,,x0,,
9,24,,--,445.125,450.9100036621094,448.0175018310547,eq,band,,x0,,
9,24,0,Last,36.75,55.65013885498047,46.200069427490234,label,labeled,last_verified,x0,,
9,24,1,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,labeled,last_verified,x0,,
9,24,2,24.7.2025,172.875,213.1173095703125,192.99615478515625,tu,labeled,last_verified,x0,,
9,24,3,--,309.0,314.7850036621094,311.8925018310547,xp,labeled,last_verified,x0,,
9,24,4,--,445.125,450.9100036621094,448.0175018310547,eq,labeled,last_verified,x0,,
9,25,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
9,25,,of,60.41015625,69.46542358398438,64.93778991699219,label,heading_check,,x0,,
9,25,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,heading_check,,x0,,
9,25,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,heading_check,,x0,,
9,25,,24.7.2025,172.875,213.1173095703125,192.99615478515625,tu,heading_check,,x0,,
9,25,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
9,25,,of,60.41015625,69.46542358398438,64.93778991699219,label,band,,x0,,
9,25,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,band,,x0,,
9,25,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,band,,x0,,
9,25,,24.7.2025,172.875,213.1173095703125,192.99615478515625,tu,band,,x0,,
9,25,,1.7.2025,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
9,25,,1.7.2025,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
9,25,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_of_last_activity,x0,,
9,25,1,of,60.41015625,69.46542358398438,64.93778991699219,label,labeled,date_of_last_activity,x0,,
9,25,2,Last,71.80517578125,90.70531463623047,81.25524520874023,label,labeled,date_of_last_activity,x0,,
