page,line,token,text,x0,x1,mid_x,band,phase,label_key,used_axis,reassigned_from,wrap_affinity
16,13,,Account,36.75,73.52269744873047,55.136348724365234,label,validate_anchor_row_relaxed,,x0,,
16,13,0,Account,36.75,73.52269744873047,55.136348724365234,label,anchor,account_number_display,x0,,
16,13,,#,75.861328125,81.66632843017578,78.76382827758789,label,validate_anchor_row_relaxed,,x0,,
16,13,1,#,75.861328125,81.66632843017578,78.76382827758789,label,anchor,account_number_display,x0,,
16,13,,546680**********,172.875,253.2615203857422,213.0682601928711,tu,validate_anchor_row_relaxed,,x0,,
16,13,2,546680**********,172.875,253.2615203857422,213.0682601928711,tu,anchor,account_number_display,x0,,
16,13,,546680******,309.0,369.55841064453125,339.2792053222656,xp,validate_anchor_row_relaxed,,x0,,
16,13,3,546680******,309.0,369.55841064453125,339.2792053222656,xp,anchor,account_number_display,x0,,
16,13,,546680******,445.125,505.68341064453125,475.4042053222656,eq,validate_anchor_row_relaxed,,x0,,
16,13,4,546680******,445.125,505.68341064453125,475.4042053222656,eq,anchor,account_number_display,x0,,
16,13,,Account,36.75,73.52269744873047,55.136348724365234,label,band,,x0,,
16,13,,#,75.861328125,81.66632843017578,78.76382827758789,label,band,,x0,,
16,13,,546680**********,172.875,253.2615203857422,213.0682601928711,tu,band,,x0,,
16,13,,546680******,309.0,369.55841064453125,339.2792053222656,xp,band,,x0,,
16,13,,546680******,445.125,505.68341064453125,475.4042053222656,eq,band,,x0,,
16,13,,#,75.861328125,81.66632843017578,78.76382827758789,label,in_label_band,,x0,,
16,13,0,Account,36.75,73.52269744873047,55.136348724365234,label,labeled,account_number_display,x0,,
16,13,1,#,75.861328125,81.66632843017578,78.76382827758789,label,labeled,account_number_display,x0,,
16,13,2,546680**********,172.875,253.2615203857422,213.0682601928711,tu,labeled,account_number_display,x0,,
16,13,3,546680******,309.0,369.55841064453125,339.2792053222656,xp,labeled,account_number_display,x0,,
16,13,4,546680******,445.125,505.68341064453125,475.4042053222656,eq,labeled,account_number_display,x0,,
16,14,,High,36.75,57.380287170410156,47.06514358520508,label,heading_check,,x0,,
16,14,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,heading_check,,x0,,
16,14,,$206,172.875,193.4166259765625,183.14581298828125,label,heading_check,,x0,,
16,14,,$206,309.0,329.5416259765625,319.27081298828125,xp,heading_check,,x0,,
16,14,,High,36.75,57.380287170410156,47.06514358520508,label,band,,x0,,
16,14,,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,band,,x0,,
16,14,,$206,172.875,193.4166259765625,183.14581298828125,label,band,,x0,,
16,14,,$206,309.0,329.5416259765625,319.27081298828125,xp,band,,x0,,
16,14,,$0,445.125,455.3922119140625,450.25860595703125,eq,band,,x0,,
16,14,0,High,36.75,57.380287170410156,47.06514358520508,label,labeled,high_balance,x0,,
16,14,1,Balance:,59.72021484375,97.81060791015625,78.76541137695312,label,labeled,high_balance,x0,,
16,14,2,$206,172.875,193.4166259765625,183.14581298828125,tu,labeled,high_balance,x0,,
16,14,3,$206,309.0,329.5416259765625,319.27081298828125,xp,labeled,high_balance,x0,,
16,14,4,$0,445.125,455.3922119140625,450.25860595703125,eq,labeled,high_balance,x0,,
16,15,,Last,36.75,55.65013885498047,46.200069427490234,label,heading_check,,x0,,
16,15,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,heading_check,,x0,,
16,15,,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
16,15,,Last,36.75,55.65013885498047,46.200069427490234,label,band,,x0,,
16,15,,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,band,,x0,,
16,15,,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
16,15,,--,309.0,314.7850036621094,311.8925018310547,xp,band,,x0,,
16,15,,--,445.125,450.9100036621094,448.0175018310547,eq,band,,x0,,
16,15,0,Last,36.75,55.65013885498047,46.200069427490234,label,labeled,last_verified,x0,,
16,15,1,Verified:,57.98876953125,95.79351806640625,76.89114379882812,label,labeled,last_verified,x0,,
16,15,2,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,labeled,last_verified,x0,,
16,15,3,--,309.0,314.7850036621094,311.8925018310547,xp,labeled,last_verified,x0,,
16,15,4,--,445.125,450.9100036621094,448.0175018310547,eq,labeled,last_verified,x0,,
16,16,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
16,16,,of,60.41015625,69.46542358398438,64.93778991699219,label,heading_check,,x0,,
16,16,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,heading_check,,x0,,
16,16,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,heading_check,,x0,,
16,16,,28.7.2023,172.875,213.1173095703125,192.99615478515625,tu,heading_check,,x0,,
16,16,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
16,16,,of,60.41015625,69.46542358398438,64.93778991699219,label,band,,x0,,
16,16,,Last,71.80517578125,90.70531463623047,81.25524520874023,label,band,,x0,,
16,16,,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,band,,x0,,
16,16,,28.7.2023,172.875,213.1173095703125,192.99615478515625,tu,band,,x0,,
16,16,,1.7.2025,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
16,16,,1.7.2023,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
16,16,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_of_last_activity,x0,,
16,16,1,of,60.41015625,69.46542358398438,64.93778991699219,label,labeled,date_of_last_activity,x0,,
16,16,2,Last,71.80517578125,90.70531463623047,81.25524520874023,label,labeled,date_of_last_activity,x0,,
16,16,3,Activity:,93.0439453125,129.99176025390625,111.51785278320312,label,labeled,date_of_last_activity,x0,,
16,16,4,28.7.2023,172.875,213.1173095703125,192.99615478515625,tu,labeled,date_of_last_activity,x0,,
16,16,5,1.7.2025,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_of_last_activity,x0,,
16,16,6,1.7.2023,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_of_last_activity,x0,,
16,17,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
16,17,,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,heading_check,,x0,,
16,17,,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,heading_check,,x0,,
16,17,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
16,17,,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,band,,x0,,
16,17,,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,band,,x0,,
16,17,,4.7.2025,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
16,17,,1.8.2025,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
16,17,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_reported,x0,,
16,17,1,Reported:,60.41015625,104.50787353515625,82.45901489257812,label,labeled,date_reported,x0,,
16,17,2,5.8.2025,172.875,207.9801025390625,190.42755126953125,tu,labeled,date_reported,x0,,
16,17,3,4.7.2025,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_reported,x0,,
16,17,4,1.8.2025,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_reported,x0,,
16,18,,Date,36.75,58.064884185791016,47.40744209289551,label,heading_check,,x0,,
16,18,,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,heading_check,,x0,,
16,18,,26.6.2023,172.875,213.1173095703125,192.99615478515625,tu,heading_check,,x0,,
16,18,,Date,36.75,58.064884185791016,47.40744209289551,label,band,,x0,,
16,18,,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,band,,x0,,
16,18,,26.6.2023,172.875,213.1173095703125,192.99615478515625,tu,band,,x0,,
16,18,,1.6.2023,309.0,344.1051025390625,326.55255126953125,xp,band,,x0,,
16,18,,1.6.2023,445.125,480.2301025390625,462.67755126953125,eq,band,,x0,,
16,18,0,Date,36.75,58.064884185791016,47.40744209289551,label,labeled,date_opened,x0,,
16,18,1,Opened:,60.41015625,98.07867431640625,79.24441528320312,label,labeled,date_opened,x0,,
16,18,2,26.6.2023,172.875,213.1173095703125,192.99615478515625,tu,labeled,date_opened,x0,,
16,18,3,1.6.2023,309.0,344.1051025390625,326.55255126953125,xp,labeled,date_opened,x0,,
16,18,4,1.6.2023,445.125,480.2301025390625,462.67755126953125,eq,labeled,date_opened,x0,,
16,19,,Balance,36.75,72.26800537109375,54.509002685546875,label,heading_check,,x0,,
16,19,,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,heading_check,,x0,,
16,19,,$0,172.875,183.1422119140625,178.00860595703125,label,heading_check,,x0,,
16,19,,$0,309.0,319.2672119140625,314.13360595703125,xp,heading_check,,x0,,
16,19,,Balance,36.75,72.26800537109375,54.509002685546875,label,band,,x0,,
16,19,,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,band,,x0,,
16,19,,$0,172.875,183.1422119140625,178.00860595703125,label,band,,x0,,
16,19,,$0,309.0,319.2672119140625,314.13360595703125,xp,band,,x0,,
16,19,,$0,445.125,455.3922119140625,450.25860595703125,eq,band,,x0,,
16,19,0,Balance,36.75,72.26800537109375,54.509002685546875,label,labeled,balance_owed,x0,,
16,19,1,Owed:,74.61328125,103.05767822265625,88.83547973632812,label,labeled,balance_owed,x0,,
16,19,2,$0,172.875,183.1422119140625,178.00860595703125,tu,labeled,balance_owed,x0,,
16,19,3,$0,309.0,319.2672119140625,314.13360595703125,xp,labeled,balance_owed,x0,,
16,19,4,$0,445.125,455.3922119140625,450.25860595703125,eq,labeled,balance_owed,x0,,
16,20,,Closed,36.75,66.28273010253906,51.51636505126953,label,heading_check,,x0,,
16,20,,Date:,68.6279296875,92.51519775390625,80.57156372070312,label,heading_check,,x0,,
16,20,,--,172.875,178.66000366210938,175.7675018310547,label,heading_check,,x0,,
16,20,,--,309.0,314.7850036621094,311.8925018310547,xp,heading_check,,x0,,
16,20,,Closed,36.75,66.28273010253906,51.51636505126953,label,band,,x0,,
16,20,,Date:,68.6279296875,92.51519775390625,80.57156372070312,label,band,,x0,,
